order_id,product_id,time_id,buyer_id,seller_id,flash_sale_id,quantity_sold,price_per_item,total_sale
594,725,796,8511,80,2,6,115.61,693.66
595,839,1084,8859,78,0,8,136.97,1095.76
596,895,522,5066,81,8,5,99.83,499.15
597,387,489,8451,67,0,4,16.26,65.04
598,474,719,1633,83,0,5,228.08,1140.40
599,585,95,6328,55,0,6,208.15,1248.90
600,692,278,2295,25,25,3,89.29,267.87
601,93,751,1122,54,30,10,243.13,2431.30
602,364,432,8057,24,0,3,342.29,1026.87
603,738,150,875,94,0,8,204.13,1633.04
604,578,342,8322,37,1,6,236.00,1416.00
605,24,372,8666,73,0,3,220.65,661.95
606,38,977,7818,44,10,3,197.87,593.61
607,167,740,895,71,13,4,190.92,763.68
608,910,1073,7911,60,38,5,189.11,945.55
609,963,482,9274,6,0,2,63.40,126.80
610,593,617,8036,20,0,9,228.45,2056.05
611,742,932,4822,32,19,7,51.39,359.73
612,996,267,5899,6,35,1,223.01,223.01
613,626,815,2810,88,32,9,186.68,1680.12
614,710,411,6296,52,19,6,66.00,396.00
615,373,379,8926,8,0,9,65.83,592.47
616,443,792,5714,92,9,2,245.70,491.40
617,686,840,5000,87,6,9,46.08,414.72
618,292,334,1758,36,10,7,220.11,1540.77
619,303,240,2415,53,0,2,332.65,665.30
620,323,358,6533,86,14,7,38.09,266.63
621,285,1100,1290,38,0,4,32.14,128.56
622,893,179,7382,52,27,6,156.46,938.76
623,239,890,6454,35,34,3,16.54,49.62
624,863,485,2040,17,28,1,319.27,319.27
625,707,758,8930,75,0,3,231.16,693.48
626,288,671,5233,6,15,7,131.23,918.61
627,953,786,5490,64,13,3,281.21,843.63
628,757,153,3936,59,20,4,39.97,159.88
629,515,272,8117,38,44,1,45.12,45.12
630,800,1082,1432,94,32,4,121.97,487.88
631,264,290,4056,12,47,3,237.02,711.06
632,958,1005,4612,68,44,9,253.97,2285.73
633,979,374,1233,46,13,8,104.26,834.08
634,790,428,8410,31,44,10,61.04,610.40
635,843,281,1529,89,0,1,286.48,286.48
636,24,152,5367,73,0,4,220.65,882.60
637,453,1022,189,86,0,1,191.87,191.87
638,26,144,7702,22,41,5,186.45,932.25
639,895,131,5556,81,8,9,99.83,898.47
640,828,629,9986,61,40,3,205.76,617.28
641,446,1083,6300,97,37,7,217.29,1521.03
642,146,488,1262,9,24,4,44.29,177.16
643,160,209,6835,66,0,6,218.69,1312.14
644,418,589,8527,42,0,4,457.48,1829.92
645,368,368,5385,24,0,2,120.76,241.52
646,122,426,1819,47,0,4,407.67,1630.68
647,129,312,275,92,35,8,421.70,3373.60
648,473,538,8406,18,7,2,79.72,159.44
649,428,597,1229,28,0,7,250.05,1750.35
650,235,99,7558,65,18,9,49.55,445.95
651,658,121,7060,44,25,2,316.22,632.44
652,524,1020,9230,43,3,1,213.55,213.55
653,944,424,2065,39,0,9,27.96,251.64
654,879,467,9888,25,45,7,266.11,1862.77
655,510,516,5667,100,20,7,270.59,1894.13
656,416,242,2188,32,10,8,298.70,2389.60
657,580,772,1235,2,0,1,239.00,239.00
658,356,247,2125,27,0,1,43.13,43.13
659,413,53,5725,69,27,6,183.16,1098.96
660,420,261,449,15,0,5,50.22,251.10
661,617,981,2888,99,0,2,36.59,73.18
662,15,937,9540,3,26,1,147.37,147.37
663,139,959,3018,82,0,8,323.36,2586.88
664,680,709,4217,100,0,5,127.81,639.05
665,631,737,8919,91,16,9,275.12,2476.08
666,260,549,3656,93,0,9,110.21,991.89
667,511,830,1311,92,13,9,114.74,1032.66
668,477,219,1187,84,0,1,365.31,365.31
669,951,600,8324,93,1,5,245.65,1228.25
670,804,783,7796,73,0,6,155.31,931.86
671,668,398,6233,8,38,4,59.06,236.24
672,747,1042,9307,99,13,6,237.35,1424.10
673,279,595,9251,14,16,7,107.69,753.83
674,590,294,4779,39,6,3,193.25,579.75
675,397,498,3957,86,0,4,227.01,908.04
676,853,913,3880,87,45,6,160.82,964.92
677,819,775,7059,11,0,2,418.59,837.18
678,734,173,2068,22,20,6,72.79,436.74
679,381,755,1498,85,18,1,156.14,156.14
680,911,526,601,33,0,4,286.45,1145.80
681,198,473,3885,73,34,6,167.14,1002.84
682,498,816,5413,2,5,6,133.76,802.56
683,867,894,481,61,24,2,219.74,439.48
684,899,517,639,80,23,8,116.22,929.76
685,946,502,6540,38,0,4,159.47,637.88
686,300,204,6322,35,0,4,198.06,792.24
687,871,904,763,61,0,1,259.70,259.70
688,982,446,123,6,0,10,192.01,1920.10
689,329,547,4598,84,16,7,253.21,1772.47
690,392,1047,2620,54,22,10,200.96,2009.60
691,308,995,9942,26,50,1,129.87,129.87
692,419,623,1621,46,47,6,149.88,899.28
693,265,360,4069,56,49,2,249.65,499.30
694,500,670,4338,26,5,6,26.88,161.28
695,488,1013,3748,50,9,8,168.83,1350.64
696,241,1095,7189,7,0,2,398.62,797.24
697,57,321,9660,77,0,4,314.79,1259.16
698,646,313,2786,49,0,10,60.62,606.20
699,487,320,503,77,41,4,140.29,561.16
700,656,1004,4224,79,0,1,163.16,163.16
701,332,326,9501,84,0,7,105.78,740.46
702,806,443,3768,63,0,3,235.19,705.57
703,50,212,1186,77,18,6,16.47,98.82
704,985,728,4976,19,25,7,209.97,1469.79
705,613,688,2965,67,4,9,59.80,538.20
706,978,323,3207,1,12,7,234.48,1641.36
707,603,594,2940,14,8,10,167.00,1670.00
708,313,503,691,76,41,3,15.88,47.64
709,33,679,5756,72,22,5,22.56,112.80
710,310,415,5587,40,0,5,12.15,60.75
711,765,892,7514,69,4,4,252.65,1010.60
712,466,561,4023,72,34,3,81.06,243.18
713,242,961,2401,13,0,2,186.68,373.36
714,843,236,5309,89,0,3,286.48,859.44
715,95,228,9051,67,10,2,224.29,448.58
716,937,953,9745,27,0,7,295.89,2071.23
717,956,523,3660,92,25,10,158.66,1586.60
718,970,461,9201,93,46,1,297.08,297.08
719,943,229,2416,24,0,2,227.11,454.22
720,843,798,1612,89,0,8,286.48,2291.84
721,411,967,3283,5,31,1,30.53,30.53
722,772,495,9884,21,0,5,301.66,1508.30
723,456,56,7139,33,44,5,274.04,1370.20
724,748,611,3390,29,32,4,257.73,1030.92
725,732,266,7214,40,0,4,310.76,1243.04
726,883,976,8316,73,0,6,295.17,1771.02
727,865,339,1679,88,0,2,440.71,881.42
728,244,645,9571,2,25,4,401.89,1607.56
729,678,1067,6076,23,0,10,152.77,1527.70
730,652,451,3741,73,28,4,375.89,1503.56
731,156,427,6882,63,10,2,219.48,438.96
732,62,1078,1111,19,5,3,213.96,641.88
733,606,435,6062,57,0,1,38.65,38.65
734,351,347,1580,95,37,9,41.76,375.84
735,537,933,8822,4,0,10,260.23,2602.30
736,39,338,5380,24,22,4,144.19,576.76
737,560,504,9444,50,0,5,322.74,1613.70
738,524,447,6595,43,3,7,213.55,1494.85
739,85,82,1215,94,0,4,175.26,701.04
740,112,881,3529,78,25,10,274.57,2745.70
741,34,192,3615,18,48,10,104.13,1041.30
742,375,696,218,30,0,6,391.40,2348.40
743,739,827,1844,56,0,3,228.39,685.17
744,289,628,8448,81,0,2,133.08,266.16
745,172,162,6794,82,0,5,287.97,1439.85
746,199,738,6979,15,46,1,202.45,202.45
747,411,505,4699,5,31,3,30.53,91.59
748,246,909,3042,14,38,8,50.09,400.72
749,364,858,2363,24,0,1,342.29,342.29
750,114,190,9773,98,0,1,282.63,282.63
751,203,263,5923,10,0,7,172.12,1204.84
752,740,804,6480,55,23,3,335.79,1007.37
753,775,726,2880,45,0,8,106.02,848.16
754,267,722,9372,13,45,1,258.64,258.64
755,605,169,1094,50,18,1,463.69,463.69
756,54,970,1761,13,26,6,186.90,1121.40
757,963,742,2604,6,0,6,63.40,380.40
758,392,823,7203,54,22,4,200.96,803.84
759,151,964,144,52,0,8,22.83,182.64
760,773,178,7331,22,32,4,210.16,840.64
761,740,324,5769,55,23,3,335.79,1007.37
762,68,992,2031,98,35,7,235.48,1648.36
763,907,409,6843,85,0,1,35.78,35.78
764,571,996,9250,81,14,8,161.09,1288.72
765,638,375,1244,89,4,7,82.02,574.14
766,264,630,1911,12,47,1,237.02,237.02
767,587,579,3414,85,23,2,354.78,709.56
768,884,806,4434,43,0,4,239.70,958.80
769,546,1059,3671,28,0,6,124.14,744.84
770,713,295,7178,6,0,3,95.52,286.56
771,880,993,527,51,40,4,55.28,221.12
772,170,197,8800,93,0,4,8.36,33.44
773,573,102,8513,52,0,8,54.07,432.56
774,675,1024,5067,15,0,10,173.77,1737.70
775,351,330,9381,95,37,3,41.76,125.28
776,95,694,6658,67,10,8,224.29,1794.32
777,181,1036,724,55,0,5,45.11,225.55
778,511,134,9528,92,13,10,114.74,1147.40
779,990,1038,4198,69,0,4,140.44,561.76
780,125,922,2039,9,0,8,183.10,1464.80
781,479,135,8129,100,5,2,293.71,587.42
782,738,400,575,94,0,9,204.13,1837.17
783,779,875,9599,62,0,10,210.89,2108.90
784,283,104,452,58,0,6,197.03,1182.18
785,437,355,4622,97,35,1,176.89,176.89
786,426,377,7202,70,1,10,193.65,1936.50
787,443,233,7784,92,9,7,245.70,1719.90
788,206,245,5271,82,0,3,86.80,260.40
789,767,1090,229,18,2,10,126.91,1269.10
790,806,974,293,63,0,10,235.19,2351.90
791,816,381,8872,29,0,3,150.30,450.90
792,899,113,2362,80,23,5,116.22,581.10
793,904,580,7634,91,0,2,328.38,656.76
794,325,615,446,36,0,7,212.42,1486.94
795,452,186,347,19,0,9,143.45,1291.05
796,933,220,6078,33,44,8,192.76,1542.08
797,740,513,8415,55,23,9,335.79,3022.11
798,694,706,6790,82,36,5,73.36,366.80
799,207,769,9775,69,23,5,36.80,184.00
800,579,621,1007,49,0,1,159.38,159.38
801,784,331,8201,55,0,2,306.28,612.56
802,283,456,2512,58,0,10,197.03,1970.30
803,787,1080,5380,82,15,6,248.67,1492.02
804,382,926,5566,8,34,6,191.79,1150.74
805,338,471,6532,5,22,2,139.22,278.44
806,923,821,6322,80,0,6,19.93,119.58
807,601,454,3799,86,27,4,189.69,758.76
808,318,410,1351,20,0,2,73.98,147.96
809,372,118,8481,7,0,10,156.74,1567.40
810,589,147,1365,36,13,3,21.41,64.23
811,68,496,2153,98,35,1,235.48,235.48
812,178,359,1886,1,46,9,271.81,2446.29
813,71,674,7857,51,21,7,242.38,1696.66
814,770,601,2265,83,13,3,387.01,1161.03
815,155,84,552,22,48,4,137.78,551.12
816,236,666,4378,65,0,8,220.21,1761.68
817,15,254,1812,3,26,7,147.37,1031.59
818,486,1091,9827,25,0,5,89.65,448.25
819,16,93,8734,31,0,5,165.35,826.75
820,684,980,9831,98,0,2,245.70,491.40
821,694,248,2753,82,36,10,73.36,733.60
822,920,1052,8963,67,33,10,310.32,3103.20
823,33,987,1877,72,22,8,22.56,180.48
824,11,917,7592,27,9,3,209.40,628.20
825,269,195,3142,12,21,8,80.13,641.04
826,168,59,1831,38,0,1,172.08,172.08
827,831,604,6354,27,0,6,151.09,906.54
828,950,521,8615,23,0,7,194.87,1364.09
829,718,86,3840,30,41,2,386.69,773.38
830,208,459,1908,2,46,8,18.66,149.28
831,830,958,1513,25,0,4,142.50,570.00
832,930,882,3254,65,50,7,66.74,467.18
833,652,527,8477,73,28,10,375.89,3758.90
834,56,902,1823,92,0,8,31.73,253.84
835,903,651,7704,42,0,9,48.17,433.53
836,159,483,7515,20,9,10,334.86,3348.60
837,901,444,4466,61,26,8,268.39,2147.12
838,653,382,2353,21,0,2,156.53,313.06
839,206,680,2177,82,0,10,86.80,868.00
840,702,371,3352,99,33,4,144.55,578.20
841,807,260,8315,47,23,2,153.47,306.94
842,781,791,9362,36,20,3,72.59,217.77
843,807,907,1779,47,23,1,153.47,153.47
844,985,723,280,19,25,10,209.97,2099.70
845,977,554,275,54,40,5,153.50,767.50
846,30,191,7539,53,0,1,253.43,253.43
847,804,142,3853,73,0,8,155.31,1242.48
848,37,655,9206,77,44,4,269.30,1077.20
849,943,575,8003,24,0,3,227.11,681.33
850,527,439,4854,86,14,10,72.17,721.70
851,88,677,2547,41,3,9,174.52,1570.68
852,912,433,1558,20,0,7,232.55,1627.85
853,255,449,8000,39,0,7,26.80,187.60
854,967,986,8351,31,0,8,183.01,1464.08
855,344,948,8684,85,34,4,412.86,1651.44
856,474,402,2690,83,0,5,228.08,1140.40
857,67,837,712,84,0,8,132.62,1060.96
858,445,773,5801,97,45,2,14.81,29.62
859,934,807,5801,16,0,3,296.24,888.72
860,765,394,3732,69,4,8,252.65,2021.20
861,975,841,2303,80,9,1,262.55,262.55
862,874,1085,4339,63,20,6,215.43,1292.58
863,891,129,2148,72,35,7,69.74,488.18
864,320,873,6662,6,0,10,441.89,4418.90
865,586,730,4288,38,0,2,204.92,409.84
866,968,794,8097,43,50,3,288.48,865.44
867,710,156,1113,52,19,8,66.00,528.00
868,457,971,4354,16,1,9,363.10,3267.90
869,276,310,8815,86,40,10,32.87,328.70
870,780,665,5594,79,0,2,158.78,317.56
871,599,78,7398,51,46,8,215.75,1726.00
872,856,408,1208,46,0,9,213.61,1922.49
873,241,1097,6347,7,0,5,398.62,1993.10
874,856,448,9079,46,0,10,213.61,2136.10
875,715,940,8670,19,0,6,34.39,206.34
876,307,687,3404,65,33,10,268.59,2685.90
877,956,732,6272,92,25,9,158.66,1427.94
878,216,64,278,10,0,10,328.03,3280.30
879,409,1063,4641,16,0,5,287.43,1437.15
880,667,828,8517,86,5,10,220.66,2206.60
881,241,299,1304,7,0,9,398.62,3587.58
882,472,315,7108,94,31,1,374.10,374.10
883,640,325,6229,26,31,3,224.31,672.93
884,555,714,3465,14,0,3,236.63,709.89
885,454,724,7329,74,0,10,80.91,809.10
886,860,90,4379,24,0,2,211.88,423.76
887,162,846,9033,7,0,6,109.81,658.86
888,559,519,3735,45,37,6,226.00,1356.00
889,91,340,3608,46,0,2,154.97,309.94
890,36,391,7435,25,0,7,38.96,272.72
891,75,405,9014,56,37,9,147.73,1329.57
892,925,793,7626,94,0,2,413.26,826.52
893,175,141,8417,11,24,7,32.66,228.62
894,869,721,9750,68,0,5,12.13,60.65
895,493,578,3072,98,33,1,60.62,60.62
896,327,1044,6891,14,3,8,25.17,201.36
897,616,318,1981,37,0,7,186.43,1305.01
898,908,429,8698,76,40,1,6.49,6.49
899,41,487,1192,68,12,5,209.34,1046.70
900,325,453,852,36,0,8,212.42,1699.36
901,372,1008,2238,7,0,10,156.74,1567.40
902,772,1077,4650,21,0,10,301.66,3016.60
903,769,733,2197,64,0,7,309.90,2169.30
904,869,170,3221,68,0,3,12.13,36.39
905,849,511,5854,22,6,3,285.63,856.89
906,493,763,2718,98,33,9,60.62,545.58
907,783,799,9289,24,47,3,401.67,1205.01
908,261,180,9011,12,0,1,136.37,136.37
909,812,81,2867,79,0,7,234.96,1644.72
910,547,465,7304,32,0,5,41.39,206.95
911,216,682,102,10,0,2,328.03,656.06
912,864,825,5695,58,39,8,216.72,1733.76
913,122,620,9711,47,0,9,407.67,3669.03
914,282,506,2798,24,0,3,120.07,360.21
915,568,662,1055,76,12,6,257.76,1546.56
916,558,676,6706,84,9,10,232.75,2327.50
917,187,710,2901,21,20,9,26.00,234.00
918,844,92,1414,31,0,4,105.49,421.96
919,328,874,9970,73,8,4,125.13,500.52
920,118,322,1804,71,27,9,228.70,2058.30
921,636,637,5818,60,13,4,292.31,1169.24
922,976,530,8393,5,37,6,170.18,1021.08
923,785,673,1429,79,0,3,139.28,417.84
924,744,685,2233,98,0,3,283.27,849.81
925,13,292,9099,57,0,6,105.85,635.10
926,333,124,5826,45,0,3,274.24,822.72
927,67,403,381,84,0,9,132.62,1193.58
928,378,206,3456,20,16,7,78.85,551.95
929,155,551,9415,22,48,2,137.78,275.56
930,870,756,9935,45,0,6,41.47,248.82
931,933,431,5592,33,44,9,192.76,1734.84
932,835,966,2281,56,40,9,46.02,414.18
933,931,271,7612,68,0,8,103.46,827.68
934,163,797,6639,93,15,5,168.89,844.45
935,480,216,4267,51,47,10,95.42,954.20
936,857,246,564,53,0,10,229.99,2299.90
937,241,634,9408,7,0,4,398.62,1594.48
938,221,717,5183,40,49,2,81.35,162.70
939,375,283,7377,30,0,4,391.40,1565.60
940,714,54,4146,68,33,5,198.38,991.90
941,289,582,4849,81,0,9,133.08,1197.72
942,150,1043,6230,12,39,4,206.01,824.04
943,568,108,3033,76,12,8,257.76,2062.08
944,722,1000,6272,92,4,1,282.59,282.59
945,48,115,597,94,3,6,155.73,934.38
946,467,927,659,11,0,2,279.77,559.54
947,891,1053,6703,72,35,6,69.74,418.44
948,651,1030,7443,38,0,2,52.87,105.74
949,118,477,9732,71,27,1,228.70,228.70
950,927,520,2334,47,0,6,401.13,2406.78
951,161,177,1675,71,40,2,243.10,486.20
952,61,636,489,89,0,10,252.17,2521.70
953,796,97,2556,47,24,1,213.33,213.33
954,588,955,2062,10,6,7,239.81,1678.67
955,213,303,6155,60,0,4,78.28,313.12
956,761,864,5791,72,0,10,307.98,3079.80
957,242,584,8822,13,0,8,186.68,1493.44
958,440,576,5974,66,0,8,176.47,1411.76
959,660,647,2595,95,50,4,23.94,95.76
960,747,116,7151,99,13,8,237.35,1898.80
961,13,835,1450,57,0,7,105.85,740.95
962,695,943,1630,81,48,10,353.35,3533.50
963,764,716,6437,88,50,6,91.18,547.08
964,287,476,812,76,0,10,266.25,2662.50
965,830,850,3097,25,0,7,142.50,997.50
966,208,1071,1254,2,46,3,18.66,55.98
967,484,560,6872,100,0,8,255.20,2041.60
968,39,481,3688,24,22,3,144.19,432.57
969,910,693,5908,60,38,6,189.11,1134.66
970,239,656,2169,35,34,2,16.54,33.08
971,76,393,1847,40,0,9,9.38,84.42
972,677,1025,5504,4,37,6,307.27,1843.62
973,844,143,4142,31,0,10,105.49,1054.90
974,395,916,3976,27,47,5,96.16,480.80
975,824,366,5486,1,0,3,287.45,862.35
976,113,106,4861,25,0,7,88.23,617.61
977,618,223,1468,24,1,7,197.59,1383.13
978,508,914,4992,27,37,3,37.00,111.00
979,568,302,5252,76,12,7,257.76,1804.32
980,31,464,4168,73,18,9,67.44,606.96
981,444,148,2471,29,0,10,361.34,3613.40
982,487,509,3422,77,41,5,140.29,701.45
983,404,839,2207,67,15,6,340.57,2043.42
984,180,264,3594,23,0,1,52.10,52.10
985,265,642,7894,56,49,4,249.65,998.60
986,300,968,5657,35,0,5,198.06,990.30
987,250,291,9711,25,0,4,173.43,693.72
988,329,497,7420,84,16,7,253.21,1772.47
989,748,896,2498,29,32,9,257.73,2319.57
990,172,598,1259,82,0,5,287.97,1439.85
991,922,918,7855,90,1,2,168.87,337.74
992,545,1019,2260,35,49,2,37.32,74.64
993,821,876,360,61,27,10,48.25,482.50
994,169,712,3317,43,0,1,63.55,63.55
995,827,508,1957,84,8,7,316.30,2214.10
996,38,1099,6577,44,10,6,197.87,1187.22
997,111,74,190,39,0,6,199.36,1196.16
998,637,1081,2816,97,0,7,165.47,1158.29
999,699,635,7213,89,26,1,461.66,461.66
1000,143,167,5053,25,0,4,132.01,528.04
