product_id,product_name,category,original_price
679,Zara Jacket,Clothing,171.46
680,Lenovo ThinkPad,Laptops,190.48
681,MacBook Pro,Laptops,423.37
682,Nike Air Max,Shoes,199.12
683,Ashley Dining Table,Furniture,74.69
684,Adidas Ultraboost,Shoes,326.02
685,1984,Books,324.25
686,Hot Wheels Track,Toys,99.25
687,LEGO Star Wars,Toys,232.01
688,Sony WH-1000XM4,Headphones,465.16
689,Fossil Gen 6,Watches,194.29
690,Pixel 7,Smartphones,477.32
691,Instant Pot,Kitchen Appliances,294.59
692,Jabra Elite 85h,Headphones,105.01
693,Zara Jacket,Clothing,62.41
694,Puma RS-X,Shoes,101.8
695,Levi's Jeans,Clothing,436.95
696,The Catcher in the Rye,Books,223.08
697,Barbie Dreamhouse,Toys,255.21
698,Puma RS-X,Shoes,479.94
699,Puma RS-X,Shoes,490.36
700,Galaxy S21,Smartphones,282.6
701,Uniqlo Hoodie,Clothing,239.07
702,Apple Watch Series 8,Watches,200.36
703,iPhone 14,Smartphones,78.45
704,LEGO Star Wars,Toys,25.62
705,OnePlus 11,Smartphones,33.1
706,Instant Pot,Kitchen Appliances,16.09
707,Garmin Fenix 7,Watches,389.98
708,Hot Wheels Track,Toys,92.79
709,Instant Pot,Kitchen Appliances,303.05
710,Galaxy S21,Smartphones,91.84
711,iPhone 14,Smartphones,466.71
712,1984,Books,14.89
713,Lenovo ThinkPad,Laptops,102.51
714,Sony WH-1000XM4,Headphones,361.02
715,LEGO Star Wars,Toys,44.55
716,Fossil Gen 6,Watches,225.81
717,HP Spectre,Laptops,209.76
718,Ninja Blender,Kitchen Appliances,489.62
719,Philips Airfryer,Kitchen Appliances,229.29
720,Sony WH-1000XM4,Headphones,318.43
721,Pixel 7,Smartphones,176.01
722,Wayfair Bed Frame,Furniture,417.02
723,West Elm Chair,Furniture,212.13
724,Galaxy S21,Smartphones,53.64
725,Barbie Dreamhouse,Toys,155.28
726,Uniqlo Hoodie,Clothing,447.3
727,Fossil Gen 6,Watches,184.22
728,Dell XPS 13,Laptops,230.75
729,Wayfair Bed Frame,Furniture,25.99
730,Samsung Galaxy Watch,Watches,462.84
731,Uniqlo Hoodie,Clothing,312.89
732,Ashley Dining Table,Furniture,356.19
733,Puma RS-X,Shoes,248.46
734,Apple Watch Series 8,Watches,102.03
735,Adidas Ultraboost,Shoes,68.68
736,The Great Gatsby,Books,482.36
737,Barbie Dreamhouse,Toys,416.02
738,Nerf Blaster,Toys,242.82
739,Adidas Ultraboost,Shoes,348.87
740,Fossil Gen 6,Watches,362.32
741,Samsung Galaxy Watch,Watches,91.44
742,Nerf Blaster,Toys,71.95
743,Nerf Blaster,Toys,344.93
744,Sony WH-1000XM4,Headphones,319.1
745,KitchenAid Mixer,Kitchen Appliances,17.94
746,The Catcher in the Rye,Books,351.55
747,Hot Wheels Track,Toys,393.33
748,Ashley Dining Table,Furniture,423.55
749,Bose QC45,Headphones,51.01
750,Sony WH-1000XM4,Headphones,65.14
751,Hot Wheels Track,Toys,26.01
752,Philips Airfryer,Kitchen Appliances,267.45
753,Puma RS-X,Shoes,122.07
754,Hot Wheels Track,Toys,283.54
755,1984,Books,242.21
756,Instant Pot,Kitchen Appliances,98.32
757,Hot Wheels Track,Toys,50.22
758,Ashley Dining Table,Furniture,110.18
759,Levi's Jeans,Clothing,326.58
760,LEGO Star Wars,Toys,492.54
761,Galaxy S21,Smartphones,417.34
762,To Kill a Mockingbird,Books,314.12
763,Puma RS-X,Shoes,259.44
764,HP Spectre,Laptops,133.36
765,KitchenAid Mixer,Kitchen Appliances,329.13
766,Nike Air Max,Shoes,327.81
767,Dell XPS 13,Laptops,262.12
768,Dell XPS 13,Laptops,477.23
769,Galaxy S21,Smartphones,398.65
770,MacBook Pro,Laptops,441.37
771,Apple Watch Series 8,Watches,364.17
772,Pixel 7,Smartphones,358.12
773,KitchenAid Mixer,Kitchen Appliances,225.82
774,Dell XPS 13,Laptops,39.98
775,Dell XPS 13,Laptops,112.67
776,Puma RS-X,Shoes,467.67
777,MacBook Pro,Laptops,200.2
778,KitchenAid Mixer,Kitchen Appliances,106.65
779,The Great Gatsby,Books,340.79
780,LEGO Star Wars,Toys,387.08
781,Lenovo ThinkPad,Laptops,120.13
782,Jabra Elite 85h,Headphones,260.72
783,Adidas Ultraboost,Shoes,446.73
784,LEGO Star Wars,Toys,477.42
785,Adidas Ultraboost,Shoes,275.83
786,To Kill a Mockingbird,Books,490.82
787,AirPods Pro,Headphones,267.1
788,Hot Wheels Track,Toys,281.07
789,1984,Books,136.96
790,Adidas Ultraboost,Shoes,82.97
791,Bose QC45,Headphones,257.15
792,Apple Watch Series 8,Watches,190.74
793,Instant Pot,Kitchen Appliances,299.74
794,The Catcher in the Rye,Books,465.35
795,Nerf Blaster,Toys,386.22
796,Apple Watch Series 8,Watches,456.43
797,Galaxy S21,Smartphones,272.03
798,Uniqlo Hoodie,Clothing,194.32
799,Nerf Blaster,Toys,34.29
800,Samsung Galaxy Watch,Watches,147.57
801,Lenovo ThinkPad,Laptops,66.64
802,Pixel 7,Smartphones,294.43
803,LEGO Star Wars,Toys,90.74
804,Samsung Galaxy Watch,Watches,212.21
805,Ninja Blender,Kitchen Appliances,80.24
806,Jabra Elite 85h,Headphones,326.9
807,Instant Pot,Kitchen Appliances,163.51
808,Philips Airfryer,Kitchen Appliances,90.2
809,Galaxy S21,Smartphones,448.57
810,1984,Books,297.96
811,Fossil Gen 6,Watches,276.13
812,AirPods Pro,Headphones,496.6
813,OnePlus 11,Smartphones,310.78
814,Ikea Sofa,Furniture,488.53
815,Instant Pot,Kitchen Appliances,448.17
816,Instant Pot,Kitchen Appliances,236.09
817,Fossil Gen 6,Watches,331.01
818,iPhone 14,Smartphones,390.83
819,Hot Wheels Track,Toys,465.85
820,Apple Watch Series 8,Watches,55.08
821,LEGO Star Wars,Toys,73.0
822,HP Spectre,Laptops,237.87
823,Ashley Dining Table,Furniture,116.25
824,MacBook Pro,Laptops,401.62
825,HP Spectre,Laptops,268.7
826,Uniqlo Hoodie,Clothing,282.12
827,Zara Jacket,Clothing,401.71
828,Uniqlo Hoodie,Clothing,300.56
829,AirPods Pro,Headphones,335.07
830,1984,Books,282.08
831,Nike Air Max,Shoes,205.84
832,Reebok Nano X,Shoes,257.77
833,Galaxy S21,Smartphones,177.8
834,The Catcher in the Rye,Books,230.55
835,1984,Books,84.27
836,Galaxy S21,Smartphones,294.66
837,Lenovo ThinkPad,Laptops,307.76
838,iPhone 14,Smartphones,316.25
839,iPhone 14,Smartphones,163.55
840,OnePlus 11,Smartphones,129.68
841,Zara Jacket,Clothing,369.33
842,Lenovo ThinkPad,Laptops,91.9
843,West Elm Chair,Furniture,350.42
844,Adidas Ultraboost,Shoes,263.32
845,LEGO Star Wars,Toys,75.81
846,The Great Gatsby,Books,432.6
847,Samsung Galaxy Watch,Watches,395.25
848,The Great Gatsby,Books,59.79
849,Sony WH-1000XM4,Headphones,479.82
850,Instant Pot,Kitchen Appliances,170.7
851,Ashley Dining Table,Furniture,439.17
852,HP Spectre,Laptops,51.28
853,Bose QC45,Headphones,288.86
854,Levi's Jeans,Clothing,124.93
855,Ashley Dining Table,Furniture,141.17
856,Bose QC45,Headphones,404.71
857,Nerf Blaster,Toys,345.02
858,Jabra Elite 85h,Headphones,311.92
859,The Catcher in the Rye,Books,294.23
860,MacBook Pro,Laptops,387.85
861,Fossil Gen 6,Watches,476.77
862,Bose QC45,Headphones,164.4
863,Nike Air Max,Shoes,449.52
864,Nerf Blaster,Toys,276.18
865,KitchenAid Mixer,Kitchen Appliances,493.31
866,1984,Books,227.15
867,Uniqlo Hoodie,Clothing,444.21
868,AirPods Pro,Headphones,198.8
869,West Elm Chair,Furniture,19.25
870,LEGO Star Wars,Toys,75.83
871,Ashley Dining Table,Furniture,464.4
872,Ashley Dining Table,Furniture,389.79
873,Zara Jacket,Clothing,82.36
874,Jabra Elite 85h,Headphones,442.23
875,OnePlus 11,Smartphones,437.34
876,Uniqlo Hoodie,Clothing,13.53
877,Jabra Elite 85h,Headphones,296.62
878,Levi's Jeans,Clothing,375.21
879,Nerf Blaster,Toys,444.73
880,Dell XPS 13,Laptops,68.48
881,Barbie Dreamhouse,Toys,312.81
882,Uniqlo Hoodie,Clothing,399.65
883,Ashley Dining Table,Furniture,355.11
884,AirPods Pro,Headphones,258.67
885,Sony WH-1000XM4,Headphones,276.4
886,AirPods Pro,Headphones,465.45
887,KitchenAid Mixer,Kitchen Appliances,229.55
888,West Elm Chair,Furniture,144.79
889,Bose QC45,Headphones,446.82
890,LEGO Star Wars,Toys,489.19
891,To Kill a Mockingbird,Books,126.08
892,HP Spectre,Laptops,210.02
893,Nerf Blaster,Toys,353.96
894,Philips Airfryer,Kitchen Appliances,108.83
895,H&M T-Shirt,Clothing,200.18
896,Instant Pot,Kitchen Appliances,264.39
897,H&M T-Shirt,Clothing,402.2
898,Lenovo ThinkPad,Laptops,26.61
899,MacBook Pro,Laptops,126.24
900,Puma RS-X,Shoes,194.62
901,iPhone 14,Smartphones,474.64
902,Nike Air Max,Shoes,146.61
903,Dell XPS 13,Laptops,63.06
904,The Great Gatsby,Books,375.41
905,Ikea Sofa,Furniture,493.02
906,Apple Watch Series 8,Watches,494.89
907,Nike Air Max,Shoes,56.79
908,LEGO Star Wars,Toys,12.18
909,The Great Gatsby,Books,242.27
910,Samsung Galaxy Watch,Watches,465.29
911,The Great Gatsby,Books,342.62
912,OnePlus 11,Smartphones,300.49
913,Galaxy S21,Smartphones,245.13
914,The Catcher in the Rye,Books,443.93
915,Bose QC45,Headphones,251.03
916,The Great Gatsby,Books,130.69
917,Nike Air Max,Shoes,350.9
918,Jabra Elite 85h,Headphones,251.46
919,Nerf Blaster,Toys,430.84
920,Levi's Jeans,Clothing,490.02
921,Barbie Dreamhouse,Toys,269.06
922,Philips Airfryer,Kitchen Appliances,201.54
923,KitchenAid Mixer,Kitchen Appliances,44.89
924,Ikea Sofa,Furniture,209.2
925,Puma RS-X,Shoes,438.66
926,Garmin Fenix 7,Watches,435.48
927,Bose QC45,Headphones,488.8
928,Nike Air Max,Shoes,40.2
929,HP Spectre,Laptops,30.06
930,1984,Books,161.73
931,The Catcher in the Rye,Books,160.57
932,The Catcher in the Rye,Books,283.41
933,1984,Books,213.07
934,iPhone 14,Smartphones,323.28
935,The Catcher in the Rye,Books,13.92
936,Apple Watch Series 8,Watches,443.18
937,OnePlus 11,Smartphones,413.75
938,AirPods Pro,Headphones,189.46
939,OnePlus 11,Smartphones,120.44
940,Puma RS-X,Shoes,429.91
941,Wayfair Bed Frame,Furniture,231.81
942,To Kill a Mockingbird,Books,202.48
943,OnePlus 11,Smartphones,434.51
944,Barbie Dreamhouse,Toys,41.37
945,iPhone 14,Smartphones,10.17
946,Garmin Fenix 7,Watches,365.2
947,Instant Pot,Kitchen Appliances,350.49
948,Levi's Jeans,Clothing,270.48
949,West Elm Chair,Furniture,264.22
950,Bose QC45,Headphones,221.33
951,Levi's Jeans,Clothing,432.5
952,Uniqlo Hoodie,Clothing,248.53
953,Samsung Galaxy Watch,Watches,336.21
954,Ninja Blender,Kitchen Appliances,267.29
955,Ninja Blender,Kitchen Appliances,316.29
956,Jabra Elite 85h,Headphones,223.03
957,Philips Airfryer,Kitchen Appliances,353.52
958,Nike Air Max,Shoes,463.8
959,The Catcher in the Rye,Books,454.63
960,Garmin Fenix 7,Watches,178.9
961,KitchenAid Mixer,Kitchen Appliances,480.99
962,Philips Airfryer,Kitchen Appliances,250.39
963,West Elm Chair,Furniture,67.06
964,Adidas Ultraboost,Shoes,269.29
965,Pixel 7,Smartphones,289.3
966,Puma RS-X,Shoes,248.9
967,Lenovo ThinkPad,Laptops,323.97
968,Fossil Gen 6,Watches,470.63
969,Dell XPS 13,Laptops,264.06
970,Nerf Blaster,Toys,372.07
971,The Catcher in the Rye,Books,230.84
972,LEGO Star Wars,Toys,410.32
973,Hot Wheels Track,Toys,431.34
974,The Catcher in the Rye,Books,169.55
975,The Catcher in the Rye,Books,471.38
976,Reebok Nano X,Shoes,197.51
977,Hot Wheels Track,Toys,355.33
978,Apple Watch Series 8,Watches,297.42
979,Wayfair Bed Frame,Furniture,120.14
980,Nerf Blaster,Toys,494.01
981,Nerf Blaster,Toys,119.63
982,Ashley Dining Table,Furniture,349.97
983,West Elm Chair,Furniture,266.56
984,Uniqlo Hoodie,Clothing,38.74
985,Hot Wheels Track,Toys,361.18
986,Uniqlo Hoodie,Clothing,362.06
987,Sony WH-1000XM4,Headphones,384.74
988,Adidas Ultraboost,Shoes,381.32
989,Barbie Dreamhouse,Toys,444.29
990,OnePlus 11,Smartphones,331.11
991,The Catcher in the Rye,Books,59.87
992,Bose QC45,Headphones,395.26
993,Reebok Nano X,Shoes,490.38
994,iPhone 14,Smartphones,329.28
995,Nike Air Max,Shoes,299.32
996,The Great Gatsby,Books,290.35
997,Galaxy S21,Smartphones,125.94
998,Dell XPS 13,Laptops,310.14
999,LEGO Star Wars,Toys,247.83
1000,Adidas Ultraboost,Shoes,449.0
